3506011;5905725008100;"P³yta z akrylu o profilu fali 76/18  ekstrudowana z polimetakrylanu metylu (PMMA). Takie wykonanie zapewnia du¿¹ sztywnoœæ i ma³y ciê¿ar jednostkowy. Jednostronna faktura pszczelich gniazd nie tylko skutecznie zaciera kontury, lecz równie¿ zapewnia ciekawy efekt dekoracyjny i przejrzystoœæ.

Akryl  ma  niezwyk³¹  trwa³oœæ,  jeœli  chodzi  o  warunki  atmosferyczne oraz starzenie siê materia³u: nie ¿ó³knie i nie traci wytrzyma³oœci mechanicznej."
3506001;5905725008117;"P³yta z akrylu o profilu fali 76/18  ekstrudowana z polimetakrylanu metylu (PMMA). Takie wykonanie zapewnia du¿¹ sztywnoœæ i ma³y ciê¿ar jednostkowy. Jednostronna faktura pszczelich gniazd nie tylko skutecznie zaciera kontury, lecz równie¿ zapewnia ciekawy efekt dekoracyjny i przejrzystoœæ.

Akryl  ma  niezwyk³¹  trwa³oœæ,  jeœli  chodzi  o  warunki  atmosferyczne oraz starzenie siê materia³u: nie ¿ó³knie i nie traci wytrzyma³oœci mechanicznej."
3506101;5905725008124;"P³yta z akrylu o profilu fali 76/18  ekstrudowana z polimetakrylanu metylu (PMMA). Takie wykonanie zapewnia du¿¹ sztywnoœæ i ma³y ciê¿ar jednostkowy. Jednostronna faktura pszczelich gniazd nie tylko skutecznie zaciera kontury, lecz równie¿ zapewnia ciekawy efekt dekoracyjny i przejrzystoœæ.

Akryl  ma  niezwyk³¹  trwa³oœæ,  jeœli  chodzi  o  warunki  atmosferyczne oraz starzenie siê materia³u: nie ¿ó³knie i nie traci wytrzyma³oœci mechanicznej."
3506111;5905725008131;"P³yta z akrylu o profilu fali 76/18  ekstrudowana z polimetakrylanu metylu (PMMA). Takie wykonanie zapewnia du¿¹ sztywnoœæ i ma³y ciê¿ar jednostkowy. Jednostronna faktura pszczelich gniazd nie tylko skutecznie zaciera kontury, lecz równie¿ zapewnia ciekawy efekt dekoracyjny i przejrzystoœæ.

Akryl  ma  niezwyk³¹  trwa³oœæ,  jeœli  chodzi  o  warunki  atmosferyczne oraz starzenie siê materia³u: nie ¿ó³knie i nie traci wytrzyma³oœci mechanicznej."
6000100;5905725007059;"Maty pod³ogowe ochronne znajduj¹ zastosowanie wszêdzie tam, gdzie pod³ogi nara¿one s¹ na wyj¹tkowo uci¹¿liwe warunki u¿ytkowania (domy, szko³y, biura).
W wyniku stosowania suwanych, obrotowych krzese³ je¿d¿¹cych na kó³kach czy chodzenia w obuwiu na obcasach powstaj¹ na pod³odze zarysowania lub nawet pêkniêcia zewnêtrznych warstw pod³ogi, dlatego najlepszym rozwi¹zaniem tego typu problemów s¹ maty pod³ogowe.
Maty wykonane s¹ z poliwêglanu, surowca o bardzo wysokiej odpornoœci na pêkniêcia gwarantuj¹cego zachowanie w³aœciwoœci u¿ytkowych przez ca³y okres u¿ytkowania.
Delikatnie chropowata powierzchnia likwiduje ryzyko poœlizgu jednoczeœnie u³atwiaj¹c poruszanie siê po niej kó³ek foteli, a zaokr¹glone brzegi zapewniaj¹ bezpieczeñstwo w trakcie u¿ytkowania."
6000110;5905725007066;"Maty pod³ogowe ochronne znajduj¹ zastosowanie wszêdzie tam, gdzie pod³ogi nara¿one s¹ na wyj¹tkowo uci¹¿liwe warunki u¿ytkowania (domy, szko³y, biura).
W wyniku stosowania suwanych, obrotowych krzese³ je¿d¿¹cych na kó³kach czy chodzenia w obuwiu na obcasach powstaj¹ na pod³odze zarysowania lub nawet pêkniêcia zewnêtrznych warstw pod³ogi, dlatego najlepszym rozwi¹zaniem tego typu problemów s¹ maty pod³ogowe.
Maty wykonane s¹ z poliwêglanu, surowca o bardzo wysokiej odpornoœci na pêkniêcia gwarantuj¹cego zachowanie w³aœciwoœci u¿ytkowych przez ca³y okres u¿ytkowania.
Delikatnie chropowata powierzchnia likwiduje ryzyko poœlizgu jednoczeœnie u³atwiaj¹c poruszanie siê po niej kó³ek foteli, a zaokr¹glone brzegi zapewniaj¹ bezpieczeñstwo w trakcie u¿ytkowania."
6000101;5905725007073;"Maty pod³ogowe ochronne znajduj¹ zastosowanie wszêdzie tam, gdzie pod³ogi nara¿one s¹ na wyj¹tkowo uci¹¿liwe warunki u¿ytkowania (domy, szko³y, biura).
W wyniku stosowania suwanych, obrotowych krzese³ je¿d¿¹cych na kó³kach czy chodzenia w obuwiu na obcasach powstaj¹ na pod³odze zarysowania lub nawet pêkniêcia zewnêtrznych warstw pod³ogi, dlatego najlepszym rozwi¹zaniem tego typu problemów s¹ maty pod³ogowe.
Maty wykonane s¹ z poliwêglanu, surowca o bardzo wysokiej odpornoœci na pêkniêcia gwarantuj¹cego zachowanie w³aœciwoœci u¿ytkowych przez ca³y okres u¿ytkowania.
Delikatnie chropowata powierzchnia likwiduje ryzyko poœlizgu jednoczeœnie u³atwiaj¹c poruszanie siê po niej kó³ek foteli, a zaokr¹glone brzegi zapewniaj¹ bezpieczeñstwo w trakcie u¿ytkowania."
6000111;5905725007080;"Maty pod³ogowe ochronne znajduj¹ zastosowanie wszêdzie tam, gdzie pod³ogi nara¿one s¹ na wyj¹tkowo uci¹¿liwe warunki u¿ytkowania (domy, szko³y, biura).
W wyniku stosowania suwanych, obrotowych krzese³ je¿d¿¹cych na kó³kach czy chodzenia w obuwiu na obcasach powstaj¹ na pod³odze zarysowania lub nawet pêkniêcia zewnêtrznych warstw pod³ogi, dlatego najlepszym rozwi¹zaniem tego typu problemów s¹ maty pod³ogowe.
Maty wykonane s¹ z poliwêglanu, surowca o bardzo wysokiej odpornoœci na pêkniêcia gwarantuj¹cego zachowanie w³aœciwoœci u¿ytkowych przez ca³y okres u¿ytkowania.
Delikatnie chropowata powierzchnia likwiduje ryzyko poœlizgu jednoczeœnie u³atwiaj¹c poruszanie siê po niej kó³ek foteli, a zaokr¹glone brzegi zapewniaj¹ bezpieczeñstwo w trakcie u¿ytkowania."
M172000;4025823170002;"Daszki modu³owe Lightline XL  to system zadaszeñ umo¿liwiaj¹cy budowanie d³u¿szych zadaszeñ poprzez ³¹czenie modu³u bazowego z modu³em przed³u¿eniowym - kazdy z nich jest osobn¹ pozycj¹ cennikow¹.
Modu³ bazowy Lightline XL mo¿na zastosowaæ jako samodzielne zadaszenie, natomiast modu³ przed³u¿eniowy mo¿e byæ jedynie zamocowany jako przed³u¿enie modu³u bazowego.
Tam, gdzie jest potrzeba zastosowania d³u¿szego zadaszenia mo¿na to uzyskaæ poprzez dodatnie do modu³u bazowego L jednego lub wielokrotnoœæ modu³ów przed³u¿eniowych XL.

System ³¹czeniowy modu³ów zapewnia stabilne, trwa³e po³¹czenie.

Konstrukcja: wsporniki ze stali nierdzewnej oraz aluminiowa rynna i profil 
przyœcienny. 
Wype³nienie: p³yta akrylowa o gruboœci 6mm bezbarwna."
M172001;4025823170019;"Modu³ przed³u¿eniowy L nie mo¿e byæ zastosowany jako samodzielne zadaszenie.
Spe³nia on rolê przed³u¿enia modu³u bazowego Lightline XL.
Tam, gdzie jest potrzeba zastosowania d³u¿szego zadaszenia mo¿na to uzyskaæ poprzez dodatnie do modu³u bazowego L jednego lub wielokrotnoœæ modu³ów przed³u¿eniowych Lightline XL.

System ³¹czeniowy modu³ów zapewnia stabilne, trwa³e po³¹czenie.

Konstrukcja: wsporniki ze stali nierdzewnej oraz aluminiowa rynna i profil 
przyœcienny. 
Wype³nienie: p³yta akrylowa o gruboœci 6mm bezbarwna.
"
